time_s,mean_moisture,cumulative_loss_trapezoid,B_trapezoid_signed,B_trapezoid_abs,q2_mass_balance_residual,cumulative_loss_gl4,B_gl4_signed,B_gl4_abs,cumulative_loss_gl8,B_gl8_signed,B_gl8_abs,cumulative_loss_gl16,B_gl16_signed,B_gl16_abs,cumulative_loss_gl32,B_gl32_signed,B_gl32_abs
2146,2.2385985542965643,6.228038981315313e-05,5.033623304839807e-07,5.033623304839807e-07,5.033623304839807e-07,6.22802891401573e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.22802891401573e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.228028914015731e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.228028914015731e-05,-2.6494362259654736e-12,2.6494362259654736e-12
2147,2.238473115625305,6.230547754748416e-05,5.033627252792883e-07,5.033627252792883e-07,5.033627252792883e-07,6.230537687440912e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.230537687440912e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.230537687440914e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.230537687440914e-05,-2.6498803151753236e-12,2.6498803151753236e-12
2148,2.2383476871231607,6.233056324799208e-05,5.033631222950419e-07,5.033631222950419e-07,5.033631222950419e-07,6.233046257483791e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.233046257483791e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.233046257483793e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.233046257483793e-05,-2.6498803151753236e-12,2.6498803151753236e-12
2149,2.238222268785384,6.235564691562634e-05,5.033635175344386e-07,5.033635175344386e-07,5.033635175344386e-07,6.235554624239314e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.235554624239314e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.235554624239315e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.235554624239315e-05,-2.6503244043851737e-12,2.6503244043851737e-12
2150,2.238096860607233,6.238072855133548e-05,5.03363911885657e-07,5.03363911885657e-07,5.03363911885657e-07,6.23806278780233e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.23806278780233e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.238062787802332e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.238062787802332e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2151,2.23797146258397,6.240580815606703e-05,5.033643053486969e-07,5.033643053486969e-07,5.033643053486969e-07,6.240570748267598e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.240570748267598e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.2405707482676e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.2405707482676e-05,-2.6498803151753236e-12,2.6498803151753236e-12
2152,2.237846074710861,6.24308857307676e-05,5.033646979235584e-07,5.033646979235584e-07,5.033646979235584e-07,6.243078505729776e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.243078505729774e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.243078505729777e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.243078505729777e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2153,2.237720696983178,6.245596127638285e-05,5.033650936070444e-07,5.033650936070444e-07,5.033650936070444e-07,6.245586060283427e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.245586060283427e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.245586060283429e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.245586060283429e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2154,2.2375953293961985,6.248103479385749e-05,5.033654866259951e-07,5.033654866259951e-07,5.033654866259951e-07,6.248093412023026e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.248093412023026e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.248093412023028e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.248093412023028e-05,-2.6503244043851737e-12,2.6503244043851737e-12
2155,2.237469971945202,6.250610628413533e-05,5.033658783126782e-07,5.033658783126782e-07,5.033658783126782e-07,6.250600561042952e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.250600561042952e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.250600561042953e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.250600561042953e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2156,2.2373446246254747,6.253117574815922e-05,5.033662713316289e-07,5.033662713316289e-07,5.033662713316289e-07,6.253107507437491e-05,-2.651212582804874e-12,2.651212582804874e-12,6.253107507437491e-05,-2.651212582804874e-12,2.651212582804874e-12,6.253107507437494e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.253107507437494e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2157,2.2372192874323074,6.255624318687114e-05,5.033666634624012e-07,5.033666634624012e-07,5.033666634624012e-07,6.255614251300842e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.255614251300842e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.255614251300844e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.255614251300844e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2158,2.2370939603609936,6.258130860121215e-05,5.033670555931735e-07,5.033670555931735e-07,5.033670555931735e-07,6.258120792727108e-05,-2.651212582804874e-12,2.651212582804874e-12,6.258120792727108e-05,-2.651212582804874e-12,2.651212582804874e-12,6.258120792727109e-05,-2.651212582804874e-12,2.651212582804874e-12,6.258120792727109e-05,-2.651212582804874e-12,2.651212582804874e-12
2159,2.2369686434068337,6.26063719921224e-05,5.03367445947589e-07,5.03367445947589e-07,5.03367445947589e-07,6.260627131810307e-05,-2.651212582804874e-12,2.651212582804874e-12,6.260627131810305e-05,-2.651212582804874e-12,2.651212582804874e-12,6.260627131810308e-05,-2.651212582804874e-12,2.651212582804874e-12,6.260627131810308e-05,-2.651212582804874e-12,2.651212582804874e-12
2160,2.2368433365651375,6.263143336054124e-05,5.03367843851521e-07,5.03367843851521e-07,5.03367843851521e-07,6.263133268644362e-05,-2.644551244657123e-12,2.644551244657123e-12,6.263133268644362e-05,-2.644551244657123e-12,2.644551244657123e-12,6.263133268644364e-05,-2.644551244657123e-12,2.644551244657123e-12,6.263133268644364e-05,-2.644551244657123e-12,2.644551244657123e-12
2161,2.236718039870567,6.265649269958366e-05,5.033684864486077e-07,5.033684864486077e-07,5.033684864486077e-07,6.265639202535665e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.265639202535665e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.265639202535667e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.265639202535667e-05,-2.6498803151753236e-12,2.6498803151753236e-12
2162,2.236592753355863,6.26815500026477e-05,5.033691024003417e-07,5.033691024003417e-07,5.033691024003417e-07,6.268144932829765e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.268144932829765e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.268144932829766e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.268144932829766e-05,-2.6489921367556235e-12,2.6489921367556235e-12
2163,2.2364674770136177,6.270660527121781e-05,5.03369708138024e-07,5.03369708138024e-07,5.03369708138024e-07,6.270650459674665e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.270650459674665e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.270650459674666e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.270650459674666e-05,-2.6494362259654736e-12,2.6494362259654736e-12
2164,2.236342210836562,6.27316585067489e-05,5.03370307214368e-07,5.03370307214368e-07,5.03370307214368e-07,6.273155783215782e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.273155783215782e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.273155783215783e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.273155783215783e-05,-2.6489921367556235e-12,2.6489921367556235e-12
2165,2.2362169548174977,6.275670971068079e-05,5.033709036261769e-07,5.033709036261769e-07,5.033709036261769e-07,6.275660903597066e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.275660903597066e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.275660903597067e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.275660903597067e-05,-2.6489921367556235e-12,2.6489921367556235e-12
2166,2.236091708949281,6.27817588844424e-05,5.033714951530044e-07,5.033714951530044e-07,5.033714951530044e-07,6.278165820961392e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.278165820961391e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.278165820961394e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.278165820961394e-05,-2.6494362259654736e-12,2.6494362259654736e-12
2167,2.235966473224812,6.280680602945399e-05,5.033720831271182e-07,5.033720831271182e-07,5.033720831271182e-07,6.280670535450779e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.280670535450779e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.28067053545078e-05,-2.6489921367556235e-12,2.6489921367556235e-12,6.28067053545078e-05,-2.6489921367556235e-12,2.6489921367556235e-12
2168,2.235841247637025,6.283185114712858e-05,5.033726684366968e-07,5.033726684366968e-07,5.033726684366968e-07,6.283175047206517e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.283175047206516e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.283175047206518e-05,-2.6494362259654736e-12,2.6494362259654736e-12,6.283175047206518e-05,-2.6494362259654736e-12,2.6494362259654736e-12
2169,2.2357160321788876,6.285689423887271e-05,5.033732546344538e-07,5.033732546344538e-07,5.033732546344538e-07,6.285679356369258e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.285679356369258e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.285679356369259e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.285679356369259e-05,-2.6498803151753236e-12,2.6498803151753236e-12
2170,2.235590826843396,6.288193530608723e-05,5.033738323945158e-07,5.033738323945158e-07,5.033738323945158e-07,6.28818346307908e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.288183463079079e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.288183463079081e-05,-2.6498803151753236e-12,2.6498803151753236e-12,6.288183463079081e-05,-2.6498803151753236e-12,2.6498803151753236e-12
2171,2.235465631623573,6.29069743501677e-05,5.033744119309347e-07,5.033744119309347e-07,5.033744119309347e-07,6.290687367475537e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.290687367475537e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.29068736747554e-05,-2.6503244043851737e-12,2.6503244043851737e-12,6.29068736747554e-05,-2.6503244043851737e-12,2.6503244043851737e-12
2172,2.235340446512464,6.293201137250487e-05,5.033749910232643e-07,5.033749910232643e-07,5.033749910232643e-07,6.293191069697703e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.293191069697703e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.293191069697704e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.293191069697704e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2173,2.2352152715031397,6.295704637448495e-05,5.033755656747019e-07,5.033755656747019e-07,5.033755656747019e-07,6.295694569884195e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.295694569884195e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.295694569884196e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.295694569884196e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2174,2.235090106588689,6.29820793574899e-05,5.033761389938718e-07,5.033761389938718e-07,5.033761389938718e-07,6.298197868173208e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.298197868173208e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.298197868173209e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.298197868173209e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2175,2.234964951762223,6.300711032289762e-05,5.033767105366849e-07,5.033767105366849e-07,5.033767105366849e-07,6.300700964702527e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.300700964702527e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.30070096470253e-05,-2.6507684935950238e-12,2.6507684935950238e-12,6.30070096470253e-05,-2.6507684935950238e-12,2.6507684935950238e-12
2176,2.2348398070168702,6.303213927208215e-05,5.033772811913195e-07,5.033772811913195e-07,5.033772811913195e-07,6.303203859609561e-05,-2.652100761224574e-12,2.652100761224574e-12,6.303203859609561e-05,-2.652100761224574e-12,2.652100761224574e-12,6.303203859609563e-05,-2.651656672014724e-12,2.651656672014724e-12,6.303203859609563e-05,-2.651656672014724e-12,2.651656672014724e-12
2177,2.2347146723457816,6.305716620641388e-05,5.033778500695973e-07,5.033778500695973e-07,5.033778500695973e-07,6.305706553031345e-05,-2.651656672014724e-12,2.651656672014724e-12,6.305706553031344e-05,-2.651656672014724e-12,2.651656672014724e-12,6.305706553031346e-05,-2.651212582804874e-12,2.651212582804874e-12,6.305706553031346e-05,-2.651212582804874e-12,2.651212582804874e-12
2178,2.2345895477421203,6.308219112725967e-05,5.033784202801428e-07,5.033784202801428e-07,5.033784202801428e-07,6.308209045104561e-05,-2.652100761224574e-12,2.652100761224574e-12,6.308209045104561e-05,-2.652100761224574e-12,2.652100761224574e-12,6.308209045104562e-05,-2.651656672014724e-12,2.651656672014724e-12,6.308209045104562e-05,-2.651656672014724e-12,2.651656672014724e-12
2179,2.23446443319907,6.310721403598294e-05,5.033789864938853e-07,5.033789864938853e-07,5.033789864938853e-07,6.310711335965553e-05,-2.652544850434424e-12,2.652544850434424e-12,6.310711335965553e-05,-2.652544850434424e-12,2.652544850434424e-12,6.310711335965556e-05,-2.652544850434424e-12,2.652544850434424e-12,6.310711335965556e-05,-2.652544850434424e-12,2.652544850434424e-12
2180,2.234339328709831,6.313223493394385e-05,5.033795500430926e-07,5.033795500430926e-07,5.033795500430926e-07,6.313213425750337e-05,-2.652100761224574e-12,2.652100761224574e-12,6.313213425750335e-05,-2.652544850434424e-12,2.652544850434424e-12,6.313213425750338e-05,-2.652100761224574e-12,2.652100761224574e-12,6.313213425750338e-05,-2.652100761224574e-12,2.652100761224574e-12
2181,2.2342142342676174,6.315725382249933e-05,5.033801140363892e-07,5.033801140363892e-07,5.033801140363892e-07,6.315715314594603e-05,-2.652544850434424e-12,2.652544850434424e-12,6.315715314594603e-05,-2.652544850434424e-12,2.652544850434424e-12,6.315715314594604e-05,-2.652544850434424e-12,2.652544850434424e-12,6.315715314594604e-05,-2.652544850434424e-12,2.652544850434424e-12
2182,2.2340891498656603,6.318227070300327e-05,5.033806771415072e-07,5.033806771415072e-07,5.033806771415072e-07,6.31821700263374e-05,-2.652988939644274e-12,2.652988939644274e-12,6.31821700263374e-05,-2.652988939644274e-12,2.652988939644274e-12,6.318217002633742e-05,-2.652988939644274e-12,2.652988939644274e-12,6.318217002633742e-05,-2.652988939644274e-12,2.652988939644274e-12
2183,2.2339640754972057,6.320728557680651e-05,5.033812389143577e-07,5.033812389143577e-07,5.033812389143577e-07,6.32071849000283e-05,-2.652988939644274e-12,2.652988939644274e-12,6.32071849000283e-05,-2.652988939644274e-12,2.652988939644274e-12,6.320718490002833e-05,-2.652988939644274e-12,2.652988939644274e-12,6.320718490002833e-05,-2.652988939644274e-12,2.652988939644274e-12
2184,2.233839011155513,6.323229844525697e-05,5.033817989108513e-07,5.033817989108513e-07,5.033817989108513e-07,6.323219776836667e-05,-2.653877118063974e-12,2.653877118063974e-12,6.323219776836667e-05,-2.653877118063974e-12,2.653877118063974e-12,6.323219776836669e-05,-2.653877118063974e-12,2.653877118063974e-12,6.323219776836669e-05,-2.653877118063974e-12,2.653877118063974e-12
2185,2.233713956833858,6.325730930969971e-05,5.033823566868989e-07,5.033823566868989e-07,5.033823566868989e-07,6.325720863269757e-05,-2.6543212072738243e-12,2.6543212072738243e-12,6.325720863269757e-05,-2.6543212072738243e-12,2.6543212072738243e-12,6.325720863269758e-05,-2.6543212072738243e-12,2.6543212072738243e-12,6.325720863269758e-05,-2.6543212072738243e-12,2.6543212072738243e-12
2186,2.233588912525529,6.328231817147702e-05,5.033829140188573e-07,5.033829140188573e-07,5.033829140188573e-07,6.328221749436324e-05,-2.6552093856935244e-12,2.6552093856935244e-12,6.328221749436324e-05,-2.6552093856935244e-12,2.6552093856935244e-12,6.328221749436325e-05,-2.6552093856935244e-12,2.6552093856935244e-12,6.328221749436325e-05,-2.6552093856935244e-12,2.6552093856935244e-12
2187,2.233463878223829,6.330732503192842e-05,5.033834731271725e-07,5.033834731271725e-07,5.033834731271725e-07,6.330722435470324e-05,-2.6547652964836743e-12,2.6547652964836743e-12,6.330722435470324e-05,-2.6547652964836743e-12,2.6547652964836743e-12,6.330722435470327e-05,-2.6547652964836743e-12,2.6547652964836743e-12,6.330722435470327e-05,-2.6547652964836743e-12,2.6547652964836743e-12
2188,2.2333388539220733,6.33323298923908e-05,5.033840295709524e-07,5.033840295709524e-07,5.033840295709524e-07,6.333222921505444e-05,-2.6547652964836743e-12,2.6547652964836743e-12,6.333222921505444e-05,-2.6547652964836743e-12,2.6547652964836743e-12,6.333222921505446e-05,-2.6547652964836743e-12,2.6547652964836743e-12,6.333222921505446e-05,-2.6547652964836743e-12,2.6547652964836743e-12
2189,2.2332138396135894,6.33573327541984e-05,5.033845820179295e-07,5.033845820179295e-07,5.033845820179295e-07,6.335723207675107e-05,-2.6556534749033744e-12,2.6556534749033744e-12,6.335723207675107e-05,-2.6556534749033744e-12,2.6556534749033744e-12,6.335723207675108e-05,-2.6552093856935244e-12,2.6552093856935244e-12,6.335723207675108e-05,-2.6552093856935244e-12,2.6552093856935244e-12
2190,2.23308883529172,6.33823336186829e-05,5.033851362412634e-07,5.033851362412634e-07,5.033851362412634e-07,6.338223294112481e-05,-2.6560975641132245e-12,2.6560975641132245e-12,6.33822329411248e-05,-2.6560975641132245e-12,2.6560975641132245e-12,6.338223294112483e-05,-2.6560975641132245e-12,2.6560975641132245e-12,6.338223294112483e-05,-2.6560975641132245e-12,2.6560975641132245e-12
2191,2.23296384094982,6.340733248717345e-05,5.03385687800062e-07,5.03385687800062e-07,5.03385687800062e-07,6.34072318095048e-05,-2.6565416533230746e-12,2.6565416533230746e-12,6.34072318095048e-05,-2.6565416533230746e-12,2.6565416533230746e-12,6.340723180950482e-05,-2.6565416533230746e-12,2.6565416533230746e-12,6.340723180950482e-05,-2.6565416533230746e-12,2.6565416533230746e-12
2192,2.232838856581255,6.343232936099673e-05,5.033862389147714e-07,5.033862389147714e-07,5.033862389147714e-07,6.343222868321772e-05,-2.6569857425329246e-12,2.6569857425329246e-12,6.343222868321772e-05,-2.6569857425329246e-12,2.6569857425329246e-12,6.343222868321773e-05,-2.6565416533230746e-12,2.6565416533230746e-12,6.343222868321773e-05,-2.6565416533230746e-12,2.6565416533230746e-12
2193,2.2327138821794037,6.345732424147696e-05,5.033867891413024e-07,5.033867891413024e-07,5.033867891413024e-07,6.345722356358781e-05,-2.6574298317427747e-12,2.6574298317427747e-12,6.345722356358781e-05,-2.6574298317427747e-12,2.6574298317427747e-12,6.345722356358782e-05,-2.6574298317427747e-12,2.6574298317427747e-12,6.345722356358782e-05,-2.6574298317427747e-12,2.6574298317427747e-12
2194,2.232588917737658,6.3482317129936e-05,5.03387338479655e-07,5.03387338479655e-07,5.03387338479655e-07,6.348221645193689e-05,-2.6578739209526248e-12,2.6578739209526248e-12,6.348221645193689e-05,-2.6578739209526248e-12,2.6578739209526248e-12,6.34822164519369e-05,-2.6578739209526248e-12,2.6578739209526248e-12,6.34822164519369e-05,-2.6578739209526248e-12,2.6578739209526248e-12
